reference_id,homolog_id,sequence_identity,alignment_length,mismatches,gap_openings,query_start,query_end,target_start,target_end,e_value,bit_score,rmsd,tm_score,rmsd_bindingsite,n_bindingsite_residues,n_aligned_residues,aligned_fraction
Ssal-KRED,P51102,0.286,318,216,0,14,331,8,310,1.555e-28,110,2.64,0.73769,0.7897973656654358,49.0,7.0,0.14285714285714285
Ssal-KRED,O94563,0.325,327,219,0,13,339,4,328,2.101e-28,109,2.68,0.86084,0.6058470010757446,50.0,13.0,0.26
Ssal-KRED,Q7PCC4,0.32,286,190,0,16,301,14,294,2.837e-28,109,2.71,0.8277,0.6999151110649109,36.0,17.0,0.4722222222222222
Ssal-KRED,Q5FB34,0.32,286,190,0,16,301,14,294,2.837e-28,109,2.71,0.82946,0.36327895522117615,38.0,15.0,0.39473684210526316
Ssal-KRED,D7U6G6,0.316,286,192,0,16,301,14,294,3.831e-28,109,2.82,0.82691,0.35462966561317444,37.0,13.0,0.35135135135135137
Ssal-KRED,P53183,0.302,286,196,0,10,291,4,289,3.428e-26,103,2.7,0.82779,0.947675347328186,46.0,21.0,0.45652173913043476
Ssal-KRED,P51104,0.267,299,208,0,10,308,21,305,3.428e-26,103,2.73,0.77884,0.688055694103241,45.0,20.0,0.4444444444444444
Ssal-KRED,P51103,0.273,293,203,0,14,306,9,288,3.428e-26,103,2.9,0.76346,0.5448132753372192,48.0,18.0,0.375
Ssal-KRED,Q9CA28,0.269,323,224,0,15,337,5,312,8.398e-26,102,3.02,0.84446,0.48252421617507935,43.0,10.0,0.23255813953488372
Ssal-KRED,P51108,0.275,297,205,0,10,306,9,292,5.0260000000000005e-25,99,2.72,0.77749,0.5288429856300354,48.0,17.0,0.3541666666666667
Ssal-KRED,P14720,0.264,293,205,0,14,306,18,297,9.118e-25,98,2.68,0.73449,0.9763004183769226,47.0,8.0,0.1702127659574468
Ssal-KRED,A0A072VDF2,0.309,326,211,0,11,336,17,323,7.304e-24,96,2.89,0.816,0.3642979860305786,44.0,15.0,0.3409090909090909
Ssal-KRED,A0ST44,0.26,335,241,0,12,337,4,338,7.304e-24,96,2.73,0.79815,0.3888857364654541,41.0,16.0,0.3902439024390244
Ssal-KRED,P51106,0.336,197,124,0,14,210,8,195,3.218e-23,94,2.64,0.79362,0.6042270660400391,45.0,19.0,0.4222222222222222
Ssal-KRED,P51105,0.268,293,204,0,14,306,9,288,3.218e-23,94,2.67,0.76708,0.7136390209197998,46.0,7.0,0.15217391304347827
Ssal-KRED,P14721,0.256,298,211,0,9,306,15,299,4.327e-23,93,2.7,0.64004,0.35918211936950684,48.0,14.0,0.2916666666666667
Ssal-KRED,G7JEE5,0.299,326,212,0,14,339,17,319,7.821e-23,93,2.91,0.82705,0.49729928374290466,40.0,12.0,0.3
Ssal-KRED,A0A2G5ICG8,0.33,203,133,0,12,210,4,206,7.821e-23,93,2.74,0.79638,0.5095999836921692,46.0,18.0,0.391304347826087
Ssal-KRED,Q9SAH9,0.299,330,217,0,7,336,1,311,1.498e-21,89,2.69,0.82963,0.5782331824302673,42.0,11.0,0.2619047619047619
Ssal-KRED,I3PLR3,0.26,288,208,0,11,298,21,302,1.498e-21,89,3.02,0.8182,0.4710841774940491,45.0,13.0,0.28888888888888886
Ssal-KRED,Q9S9N9,0.289,331,218,0,9,339,8,315,2.7e-21,88,2.88,0.80621,0.4761259853839874,41.0,18.0,0.43902439024390244
Ssal-KRED,A0A059TC02,0.292,326,217,0,11,336,6,312,3.624e-21,87,2.67,0.83258,0.6606628894805908,40.0,18.0,0.45
Ssal-KRED,Q9SEV0,0.286,242,169,0,16,257,15,252,4.864e-21,87,2.64,0.84052,0.6089750528335571,43.0,9.0,0.20930232558139536
Ssal-KRED,Q6K9A2,0.315,324,208,0,10,333,14,317,1.175e-20,86,2.75,0.80664,0.3728404641151428,41.0,13.0,0.3170731707317073
Ssal-KRED,P51109,0.295,191,128,0,25,215,2,183,7.08e-19,80,2.49,0.85394,0.687483012676239,42.0,20.0,0.47619047619047616
Ssal-KRED,A0A0D1BUI1,0.32,210,131,0,14,223,10,202,3.04e-18,78,3.01,0.8406,0.4910353422164917,39.0,25.0,0.6410256410256411
Ssal-KRED,A0A3G9HN61,0.316,206,137,0,10,210,4,209,4.202e-16,72,2.86,0.81148,0.5243698954582214,43.0,16.0,0.37209302325581395
Ssal-KRED,O22133,0.309,189,130,0,6,194,32,220,7.485e-16,71,3.04,0.77692,0.6320405006408691,47.0,17.0,0.3617021276595745
Ssal-KRED,Q9Y7K4,0.352,130,84,0,14,143,3,132,1.225e-10,54,3.63,0.76129,1.0302948951721191,49.0,11.0,0.22448979591836735
